sentence,label,idx
the film makes up for it with a pleasing verisimilitude . ,1,33396
congratulate himself for having the guts to confront it ,1,51134
will amuse or entertain them ,1,5001
the slippery slope ,0,37648
deals with hot-button issues in a comedic context ,1,61777
the run-of-the-mill singles blender ,0,41732
"the filmmakers wisely decided to let crocodile hunter steve irwin do what he does best , and fashion a story around him . ",1,62658
you watch them clumsily mugging their way through snow dogs ,0,21551
humbling little film ,1,17275
suspect that there are more interesting ways of dealing with the subject ,0,24415
candy and cheeky ,1,26810
is hell ,0,15924
toback 's deranged immediacy makes it seem fresh again . ,1,6930
chill ,0,53198
"mr. deeds is , as comedy goes , very silly -- and in the best way . ",1,21966
genuinely funny jokes ,1,15781
of the amazing spider-man ,1,413
few early laughs ,1,14076
an excellent choice ,1,19400
impeccable ,1,33783
wishy-washy ,0,66460
the lousy lead performances ,0,52325
is an ` action film ' mired in stasis ,0,14123
seem one-dimensional ,0,45226
flawed but ,0,48455
cinematic poem ,1,43056
destructive ,0,39346
extraordinary ,1,44671
deliver a few gut-busting laughs ,1,27263
a puppy dog so desperate for attention it nearly breaks its little neck trying to perform entertaining tricks . ,0,16489
( woo 's ) most resonant film since the killer . ,1,52166
"an artist , one whose view of america , history and the awkwardness of human life is generous and deep ",1,60853
"a lot better if it were , well , more adventurous ",0,17447
great premise ,1,16695
it 's easy to love robin tunney -- she 's pretty and she can act -- ,1,62391
that old adage about women being unknowable gets an exhilarating new interpretation in morvern callar . ,1,2885
insanely hilarious ,1,1480
"its dark , delicate treatment of these characters ",1,40564
a riveting profile ,1,50391
gathering dust ,0,19646
"'s fairly lame , making it par for the course for disney sequels ",0,56999
elegantly balanced movie ,1,47481
seems to have recharged him . ,1,44026
out of sight ,1,34354
of paint-by-number american blockbusters like pearl harbor ,0,22327
from their incessant whining ,0,13496
sweet and modest ,1,64156
masterful ,1,7794
"of those rare films that come by once in a while with flawless amounts of acting , direction , story and pace ",1,19279
"it 's a smartly directed , grown-up film of ideas . ",1,21279
"-- putting together familiar themes of family , forgiveness and love in a new way -- lilo & stitch has a number of other assets to commend it to movie audiences both innocent and jaded . ",1,52316
's undone by a sloppy script ,0,18104
to the idiocy of its last frames ,0,9113
an interesting and at times captivating take on loss and loneliness . ,1,7335
what a great way to spend 4 units of your day . ,1,48481
offers flickering reminders of the ties that bind us ,1,51937
the great minds of our times ,1,63453
not-so-small problem ,0,23934
"this would have been better than the fiction it has concocted , and there still could have been room for the war scenes . ",0,44974
were less densely plotted ,0,13395
odd movies ,0,54331
conforms itself with creating a game of ` who 's who ' ... where the characters ' moves are often more predictable than their consequences . ,0,13549
evaporates like so much crypt mist in the brain ,0,4944
reopens an interesting controversy and never succumbs to sensationalism ,1,50335
hollywood frightfest ,0,48785
derivative horror film ,0,53615
"combines improbable melodrama ( gored bullfighters , comatose ballerinas ) with subtly kinky bedside vigils and sensational denouements , and yet at the end ",0,2254
odds with the rest of the film ,0,9536
strongest ,1,17532
it does n't improve upon the experience of staring at a blank screen ,0,64752
"pays off , as does its sensitive handling of some delicate subject matter . ",1,12360
comedies to hit the screen in years ,1,4806
it 's just weirdness for the sake of weirdness ,0,31058
"as simultaneously funny , offbeat ",1,52467
real documentary ,1,13672
with a lower i.q. than when i had entered ,0,47305
genuine and ,1,52858
"quiet , confident craftsmanship ",1,29196
", straining to get by on humor that is not even as daring as john ritter 's glory days on three 's company . ",0,42082
a four star performance from kevin kline who unfortunately works with a two star script ,1,42908
lucratively ,1,56758
beautifully crafted and brutally honest ,1,35887
reassuring manner ,1,14960
sensational true-crime ,1,53541
"raised to a new , self-deprecating level ",1,5502
"a powerful , chilling , and affecting study of one man 's dying fall . ",1,37010
smallness ,0,33889
cranky ,0,37676
"an uncomfortable experience , but one as brave and challenging as you could possibly expect these days from american cinema . ",1,34188
terrific ,1,10308
a movie in which a guy dressed as a children 's party clown gets violently gang-raped ,0,51996
tug at your heart in ways ,1,40355
"good actors have a radar for juicy roles -- there 's a plethora of characters in this picture , and not one of them is flat ",1,60447
a hilarious place to visit ,1,15655
"smith examines the intimate , unguarded moments of folks who live in unusual homes -- which pop up in nearly every corner of the country . ",1,55738
"while you watch it , offering fine acting moments and pungent insights into modern l.a. 's show-biz and media ",1,45422
hotter-two-years-ago rap and r&b names and references ,0,46644
like a room stacked with pungent flowers ,1,55080
this thriller is too loud and thoroughly overbearing ,0,35955
of the most interesting writer/directors ,1,44182
"a first-class road movie that proves you can run away from home , but your ego and ",1,52093
wearisome ,0,27408
"'s a treat -- a delightful , witty , improbable romantic comedy with a zippy jazzy score ",1,56549
we 'll keep watching the skies for his next project ,1,38450
"both oscar winners , ",1,45659
is appealing . ,1,53639
of fun or energy ,1,41967
"of establishing a time and place , and of telling a fascinating character 's story ",1,17009
itself is about something very interesting and odd that ,1,12942
a charismatic charmer likely to seduce and conquer ,1,45494
"tender , ",1,44410
keep the story compelling ,1,46816
affectionate delight ,1,42070
"a cast of competent performers from movies , television and the theater ",1,46654
definitely gives you something to chew on ,1,18408
"more confused , ",0,62399
"if welles was unhappy at the prospect of the human race splitting in two , he probably would n't be too crazy with his great-grandson 's movie splitting up in pretty much the same way . ",0,13826
corpse ,0,11422
deep or ,1,51206
blazingly alive and admirable ,1,44727
my own minority report is that it stinks . ,0,59432
the immersive powers of the giant screen and its hyper-realistic images are put to perfect use in the breathtakingly beautiful outer-space documentary space station 3d . ,1,55975
the endlessly challenging maze of moviegoing ,1,65376
for overstimulated minds ,0,38640
"strange , funny , twisted , brilliant and macabre . ",1,61217
the tries-so-hard-to-be-cool `` clockstoppers ,0,29724
knows everything and answers all questions ,1,47901
real women have curves wears its empowerment on its sleeve but even its worst harangues are easy to swallow thanks to remarkable performances by ferrera and ontiveros . ,1,65380
press the delete key . ,0,43932
the hours represents two of those well spent ,1,14168
"if anything , the film is doing something of a public service -- shedding light on a group of extremely talented musicians who might otherwise go unnoticed and underappreciated by music fans . ",1,27793
an admirably dark first script by brent hanley ,1,40959
"smart to vary the pitch of his movie , balancing deafening battle scenes with quieter domestic scenes of women back home receiving war department telegrams ",1,36994
"unfolds with all the mounting tension of an expert thriller , ",1,34855
is just sooooo tired ,0,31025
"an uncomfortable movie , suffocating and sometimes almost senseless ",0,10829
"tsai has a well-deserved reputation as one of the cinema world 's great visual stylists , and in this film , every shot enhances the excellent performances ",1,57833
become wearisome . ,0,49923
"the following things are not at all entertaining : the bad sound , the lack of climax and , worst of all , watching seinfeld ( who is also one of the film 's producers ) do everything he can to look like a good guy . ",0,31342
heavy-handed ,0,65783
delivers a perfect performance that captures the innocence and budding demons within a wallflower . ,1,27734
an intriguing look at the french film industry during the german occupation ; ,1,24634
bogged down over 140 minutes ,0,22538
of this dog of a movie ,0,1367
end on a positive ( if tragic ) note ,1,5914
allows his cast members to make creative contributions to the story and dialogue . ,1,40627
